grup,data,hora_inici,hora_final,capsula,pes_mg
G08,2026-04-21,12:40,13:00,1,304.1
G08,2026-04-21,12:40,13:00,2,303.6
G08,2026-04-21,12:40,13:00,3,296.5
G08,2026-04-21,12:40,13:00,4,294.3
G08,2026-04-21,12:40,13:00,5,307.5
G08,2026-04-21,12:40,13:00,6,291.9
G08,2026-04-21,12:40,13:00,7,300.2
G08,2026-04-21,12:40,13:00,8,296.1
G08,2026-04-21,12:40,13:00,9,296.3
G08,2026-04-21,12:40,13:00,10,292.0
G08,2026-04-21,12:40,13:00,11,293.2
G08,2026-04-21,12:40,13:00,12,308.9
G08,2026-04-21,12:40,13:00,13,301.2
G08,2026-04-21,12:40,13:00,14,297.0
G08,2026-04-21,12:40,13:00,15,296.1
G08,2026-04-21,12:40,13:00,16,296.5
G08,2026-04-21,12:40,13:00,17,296.4
G08,2026-04-21,12:40,13:00,18,294.9
G08,2026-04-21,12:40,13:00,19,295.0
G08,2026-04-21,12:40,13:00,20,303.3
G08,2026-04-21,12:40,13:00,21,301.1
G08,2026-04-21,12:40,13:00,22,296.8
G08,2026-04-21,12:40,13:00,23,293.9
G08,2026-04-21,12:40,13:00,24,300.1
G08,2026-04-21,12:40,13:00,25,300.5
G08,2026-04-21,12:40,13:00,26,299.3
G08,2026-04-21,12:40,13:00,27,301.6
G08,2026-04-21,12:40,13:00,28,300.8
G08,2026-04-21,12:40,13:00,29,304.4
G08,2026-04-21,12:40,13:00,30,297.1
G08,2026-04-21,12:40,13:00,31,301.0
G08,2026-04-21,12:40,13:00,32,305.1
G08,2026-04-21,12:40,13:00,33,301.2
G08,2026-04-21,12:40,13:00,34,298.7
G08,2026-04-21,12:40,13:00,35,295.7
G08,2026-04-21,12:40,13:00,36,294.9
G08,2026-04-21,12:40,13:00,37,302.8
G08,2026-04-21,12:40,13:00,38,303.5
G08,2026-04-21,12:40,13:00,39,300.5
G08,2026-04-21,12:40,13:00,40,293.1
G08,2026-04-21,12:40,13:00,41,297.6
G08,2026-04-21,12:40,13:00,42,302.3
G08,2026-04-21,12:40,13:00,43,293.9
G08,2026-04-21,12:40,13:00,44,292.5
G08,2026-04-21,12:40,13:00,45,293.1
G08,2026-04-21,12:40,13:00,46,302.0
G08,2026-04-21,12:40,13:00,47,294.9
G08,2026-04-21,12:40,13:00,48,289.1
