grup,data,hora_inici,hora_final,capsula,pes_mg
G06,2026-04-21,11:20,11:40,1,290.7
G06,2026-04-21,11:20,11:40,2,299.9
G06,2026-04-21,11:20,11:40,3,285.4
G06,2026-04-21,11:20,11:40,4,287.6
G06,2026-04-21,11:20,11:40,5,282.9
G06,2026-04-21,11:20,11:40,6,302.3
G06,2026-04-21,11:20,11:40,7,293.8
G06,2026-04-21,11:20,11:40,8,291.7
G06,2026-04-21,11:20,11:40,9,286.2
G06,2026-04-21,11:20,11:40,10,289.6
G06,2026-04-21,11:20,11:40,11,287.7
G06,2026-04-21,11:20,11:40,12,287.0
G06,2026-04-21,11:20,11:40,13,296.3
G06,2026-04-21,11:20,11:40,14,284.8
G06,2026-04-21,11:20,11:40,15,285.4
G06,2026-04-21,11:20,11:40,16,291.6
G06,2026-04-21,11:20,11:40,17,301.1
G06,2026-04-21,11:20,11:40,18,292.7
G06,2026-04-21,11:20,11:40,19,300.0
G06,2026-04-21,11:20,11:40,20,305.5
G06,2026-04-21,11:20,11:40,21,294.1
G06,2026-04-21,11:20,11:40,22,289.8
G06,2026-04-21,11:20,11:40,23,289.4
G06,2026-04-21,11:20,11:40,24,301.7
G06,2026-04-21,11:20,11:40,25,290.5
G06,2026-04-21,11:20,11:40,26,287.1
G06,2026-04-21,11:20,11:40,27,274.7
G06,2026-04-21,11:20,11:40,28,302.4
G06,2026-04-21,11:20,11:40,29,291.7
G06,2026-04-21,11:20,11:40,30,299.0
G06,2026-04-21,11:20,11:40,31,288.6
G06,2026-04-21,11:20,11:40,32,285.5
G06,2026-04-21,11:20,11:40,33,293.4
G06,2026-04-21,11:20,11:40,34,291.3
G06,2026-04-21,11:20,11:40,35,285.5
G06,2026-04-21,11:20,11:40,36,286.5
G06,2026-04-21,11:20,11:40,37,289.7
G06,2026-04-21,11:20,11:40,38,288.1
G06,2026-04-21,11:20,11:40,39,308.6
G06,2026-04-21,11:20,11:40,40,305.9
G06,2026-04-21,11:20,11:40,41,290.1
G06,2026-04-21,11:20,11:40,42,293.6
G06,2026-04-21,11:20,11:40,43,294.6
G06,2026-04-21,11:20,11:40,44,291.7
G06,2026-04-21,11:20,11:40,45,293.6
G06,2026-04-21,11:20,11:40,46,302.2
G06,2026-04-21,11:20,11:40,47,288.5
G06,2026-04-21,11:20,11:40,48,298.7
G06,2026-04-21,11:20,11:40,49,300.0
G06,2026-04-21,11:20,11:40,50,290.8
G06,2026-04-21,11:20,11:40,51,291.7
G06,2026-04-21,11:20,11:40,52,289.8
G06,2026-04-21,11:20,11:40,53,296.5
G06,2026-04-21,11:20,11:40,54,302.6
G06,2026-04-21,11:20,11:40,55,300.9
G06,2026-04-21,11:20,11:40,56,292.9
G06,2026-04-21,11:20,11:40,57,299.4
G06,2026-04-21,11:20,11:40,58,287.5
G06,2026-04-21,11:20,11:40,59,294.7
G06,2026-04-21,11:20,11:40,60,299.7
G06,2026-04-21,11:20,11:40,61,296.7
G06,2026-04-21,11:20,11:40,62,287.2
G06,2026-04-21,11:20,11:40,63,294.2
G06,2026-04-21,11:20,11:40,64,298.9
G06,2026-04-21,11:20,11:40,65,302.7
G06,2026-04-21,11:20,11:40,66,299.8
G06,2026-04-21,11:20,11:40,67,298.8
G06,2026-04-21,11:20,11:40,68,288.3
G06,2026-04-21,11:20,11:40,69,294.4
G06,2026-04-21,11:20,11:40,70,302.1
G06,2026-04-21,11:20,11:40,71,288.3
G06,2026-04-21,11:20,11:40,72,307.7
G06,2026-04-21,11:20,11:40,73,305.3
G06,2026-04-21,11:20,11:40,74,296.1
G06,2026-04-21,11:20,11:40,75,304.4
G06,2026-04-21,11:20,11:40,76,277.1
G06,2026-04-21,11:20,11:40,77,290.8
G06,2026-04-21,11:20,11:40,78,296.2
G06,2026-04-21,11:20,11:40,79,286.7
G06,2026-04-21,11:20,11:40,80,286.2
G06,2026-04-21,11:20,11:40,81,289.8
G06,2026-04-21,11:20,11:40,82,296.4
G06,2026-04-21,11:20,11:40,83,303.1
G06,2026-04-21,11:20,11:40,84,290.2
