grup,data,hora_inici,hora_final,capsula,pes_mg
G05,2026-04-21,10:40,11:00,1,299.4
G05,2026-04-21,10:40,11:00,2,287.5
G05,2026-04-21,10:40,11:00,3,292.5
G05,2026-04-21,10:40,11:00,4,305.5
G05,2026-04-21,10:40,11:00,5,293.6
G05,2026-04-21,10:40,11:00,6,297.2
G05,2026-04-21,10:40,11:00,7,291.7
G05,2026-04-21,10:40,11:00,8,288.2
G05,2026-04-21,10:40,11:00,9,301.7
G05,2026-04-21,10:40,11:00,10,292.7
G05,2026-04-21,10:40,11:00,11,279.7
G05,2026-04-21,10:40,11:00,12,306.8
G05,2026-04-21,10:40,11:00,13,291.4
G05,2026-04-21,10:40,11:00,14,305.7
G05,2026-04-21,10:40,11:00,15,299.7
G05,2026-04-21,10:40,11:00,16,301.9
G05,2026-04-21,10:40,11:00,17,292.6
G05,2026-04-21,10:40,11:00,18,278.0
G05,2026-04-21,10:40,11:00,19,292.5
G05,2026-04-21,10:40,11:00,20,286.5
G05,2026-04-21,10:40,11:00,21,290.7
G05,2026-04-21,10:40,11:00,22,287.6
G05,2026-04-21,10:40,11:00,23,283.2
G05,2026-04-21,10:40,11:00,24,299.7
G05,2026-04-21,10:40,11:00,25,302.7
G05,2026-04-21,10:40,11:00,26,292.5
G05,2026-04-21,10:40,11:00,27,291.9
G05,2026-04-21,10:40,11:00,28,279.7
G05,2026-04-21,10:40,11:00,29,301.2
G05,2026-04-21,10:40,11:00,30,295.1
G05,2026-04-21,10:40,11:00,31,301.0
G05,2026-04-21,10:40,11:00,32,292.4
G05,2026-04-21,10:40,11:00,33,284.3
G05,2026-04-21,10:40,11:00,34,281.8
G05,2026-04-21,10:40,11:00,35,290.7
G05,2026-04-21,10:40,11:00,36,283.4
G05,2026-04-21,10:40,11:00,37,286.0
G05,2026-04-21,10:40,11:00,38,291.7
G05,2026-04-21,10:40,11:00,39,297.5
G05,2026-04-21,10:40,11:00,40,289.2
G05,2026-04-21,10:40,11:00,41,290.0
G05,2026-04-21,10:40,11:00,42,288.3
G05,2026-04-21,10:40,11:00,43,287.8
G05,2026-04-21,10:40,11:00,44,301.2
G05,2026-04-21,10:40,11:00,45,288.4
G05,2026-04-21,10:40,11:00,46,300.0
G05,2026-04-21,10:40,11:00,47,297.9
G05,2026-04-21,10:40,11:00,48,295.0
G05,2026-04-21,10:40,11:00,49,287.5
G05,2026-04-21,10:40,11:00,50,295.5
G05,2026-04-21,10:40,11:00,51,301.7
G05,2026-04-21,10:40,11:00,52,285.3
G05,2026-04-21,10:40,11:00,53,284.7
G05,2026-04-21,10:40,11:00,54,300.4
G05,2026-04-21,10:40,11:00,55,287.8
G05,2026-04-21,10:40,11:00,56,303.5
G05,2026-04-21,10:40,11:00,57,276.2
G05,2026-04-21,10:40,11:00,58,295.4
G05,2026-04-21,10:40,11:00,59,291.8
G05,2026-04-21,10:40,11:00,60,295.4
G05,2026-04-21,10:40,11:00,61,300.3
G05,2026-04-21,10:40,11:00,62,307.7
G05,2026-04-21,10:40,11:00,63,288.6
G05,2026-04-21,10:40,11:00,64,295.7
G05,2026-04-21,10:40,11:00,65,300.3
G05,2026-04-21,10:40,11:00,66,297.8
G05,2026-04-21,10:40,11:00,67,283.8
G05,2026-04-21,10:40,11:00,68,306.6
G05,2026-04-21,10:40,11:00,69,285.4
G05,2026-04-21,10:40,11:00,70,292.0
G05,2026-04-21,10:40,11:00,71,291.4
G05,2026-04-21,10:40,11:00,72,300.9
G05,2026-04-21,10:40,11:00,73,289.1
G05,2026-04-21,10:40,11:00,74,297.6
G05,2026-04-21,10:40,11:00,75,289.9
G05,2026-04-21,10:40,11:00,76,282.0
G05,2026-04-21,10:40,11:00,77,291.1
G05,2026-04-21,10:40,11:00,78,290.2
G05,2026-04-21,10:40,11:00,79,300.1
G05,2026-04-21,10:40,11:00,80,290.8
G05,2026-04-21,10:40,11:00,81,295.8
G05,2026-04-21,10:40,11:00,82,297.6
G05,2026-04-21,10:40,11:00,83,289.3
G05,2026-04-21,10:40,11:00,84,304.1
G05,2026-04-21,10:40,11:00,85,303.2
G05,2026-04-21,10:40,11:00,86,303.1
G05,2026-04-21,10:40,11:00,87,250.0
G05,2026-04-21,10:40,11:00,88,303.6
G05,2026-04-21,10:40,11:00,89,288.9
G05,2026-04-21,10:40,11:00,90,307.9
G05,2026-04-21,10:40,11:00,91,291.0
G05,2026-04-21,10:40,11:00,92,292.9
G05,2026-04-21,10:40,11:00,93,291.6
G05,2026-04-21,10:40,11:00,94,282.1
G05,2026-04-21,10:40,11:00,95,296.3
G05,2026-04-21,10:40,11:00,96,289.7
G05,2026-04-21,10:40,11:00,97,282.4
G05,2026-04-21,10:40,11:00,98,294.5
G05,2026-04-21,10:40,11:00,99,293.6
G05,2026-04-21,10:40,11:00,100,282.5
G05,2026-04-21,10:40,11:00,101,294.1
G05,2026-04-21,10:40,11:00,102,294.2
G05,2026-04-21,10:40,11:00,103,288.8
G05,2026-04-21,10:40,11:00,104,285.7
G05,2026-04-21,10:40,11:00,105,286.3
G05,2026-04-21,10:40,11:00,106,285.3
G05,2026-04-21,10:40,11:00,107,281.1
G05,2026-04-21,10:40,11:00,108,284.9
G05,2026-04-21,10:40,11:00,109,292.3
G05,2026-04-21,10:40,11:00,110,288.7
G05,2026-04-21,10:40,11:00,111,277.5
G05,2026-04-21,10:40,11:00,112,293.3
G05,2026-04-21,10:40,11:00,113,294.8
G05,2026-04-21,10:40,11:00,114,286.5
G05,2026-04-21,10:40,11:00,115,291.3
G05,2026-04-21,10:40,11:00,116,294.6
G05,2026-04-21,10:40,11:00,117,299.2
G05,2026-04-21,10:40,11:00,118,293.8
G05,2026-04-21,10:40,11:00,119,291.0
G05,2026-04-21,10:40,11:00,120,300.3
G05,2026-04-21,10:40,11:00,121,292.1
G05,2026-04-21,10:40,11:00,122,294.4
G05,2026-04-21,10:40,11:00,123,292.8
G05,2026-04-21,10:40,11:00,124,296.8
G05,2026-04-21,10:40,11:00,125,295.9
G05,2026-04-21,10:40,11:00,126,288.9
G05,2026-04-21,10:40,11:00,127,301.2
G05,2026-04-21,10:40,11:00,128,280.6
G05,2026-04-21,10:40,11:00,129,296.1
G05,2026-04-21,10:40,11:00,130,297.3
G05,2026-04-21,10:40,11:00,131,297.3
G05,2026-04-21,10:40,11:00,132,296.2
G05,2026-04-21,10:40,11:00,133,294.7
G05,2026-04-21,10:40,11:00,134,293.3
G05,2026-04-21,10:40,11:00,135,297.4
G05,2026-04-21,10:40,11:00,136,276.7
G05,2026-04-21,10:40,11:00,137,294.2
