grup,data,hora_inici,hora_final,capsula,pes_mg
G03,2026-04-21,09:20,09:40,1,295.8
G03,2026-04-21,09:20,09:40,2,302.1
G03,2026-04-21,09:20,09:40,3,296.9
G03,2026-04-21,09:20,09:40,4,295.7
G03,2026-04-21,09:20,09:40,5,290.2
G03,2026-04-21,09:20,09:40,6,297.2
G03,2026-04-21,09:20,09:40,7,301.2
G03,2026-04-21,09:20,09:40,8,293.6
G03,2026-04-21,09:20,09:40,9,297.0
G03,2026-04-21,09:20,09:40,10,299.2
G03,2026-04-21,09:20,09:40,11,299.4
G03,2026-04-21,09:20,09:40,12,299.5
G03,2026-04-21,09:20,09:40,13,300.8
G03,2026-04-21,09:20,09:40,14,298.9
G03,2026-04-21,09:20,09:40,15,294.3
G03,2026-04-21,09:20,09:40,16,302.1
G03,2026-04-21,09:20,09:40,17,294.4
G03,2026-04-21,09:20,09:40,18,295.9
G03,2026-04-21,09:20,09:40,19,292.5
G03,2026-04-21,09:20,09:40,20,290.7
G03,2026-04-21,09:20,09:40,21,306.6
G03,2026-04-21,09:20,09:40,22,300.6
G03,2026-04-21,09:20,09:40,23,302.1
G03,2026-04-21,09:20,09:40,24,296.1
G03,2026-04-21,09:20,09:40,25,304.8
G03,2026-04-21,09:20,09:40,26,297.6
G03,2026-04-21,09:20,09:40,27,298.4
G03,2026-04-21,09:20,09:40,28,298.5
G03,2026-04-21,09:20,09:40,29,302.5
G03,2026-04-21,09:20,09:40,30,299.4
G03,2026-04-21,09:20,09:40,31,300.8
G03,2026-04-21,09:20,09:40,32,294.5
G03,2026-04-21,09:20,09:40,33,291.3
G03,2026-04-21,09:20,09:40,34,297.8
G03,2026-04-21,09:20,09:40,35,299.2
G03,2026-04-21,09:20,09:40,36,299.4
G03,2026-04-21,09:20,09:40,37,290.0
G03,2026-04-21,09:20,09:40,38,300.4
G03,2026-04-21,09:20,09:40,39,297.4
G03,2026-04-21,09:20,09:40,40,296.5
G03,2026-04-21,09:20,09:40,41,291.5
G03,2026-04-21,09:20,09:40,42,302.4
G03,2026-04-21,09:20,09:40,43,298.5
G03,2026-04-21,09:20,09:40,44,296.2
G03,2026-04-21,09:20,09:40,45,290.5
G03,2026-04-21,09:20,09:40,46,298.5
G03,2026-04-21,09:20,09:40,47,296.2
G03,2026-04-21,09:20,09:40,48,299.7
G03,2026-04-21,09:20,09:40,49,291.3
G03,2026-04-21,09:20,09:40,50,294.2
G03,2026-04-21,09:20,09:40,51,298.0
G03,2026-04-21,09:20,09:40,52,293.0
G03,2026-04-21,09:20,09:40,53,290.3
G03,2026-04-21,09:20,09:40,54,293.8
G03,2026-04-21,09:20,09:40,55,292.8
G03,2026-04-21,09:20,09:40,56,291.5
G03,2026-04-21,09:20,09:40,57,295.9
G03,2026-04-21,09:20,09:40,58,295.4
G03,2026-04-21,09:20,09:40,59,303.9
G03,2026-04-21,09:20,09:40,60,296.6
G03,2026-04-21,09:20,09:40,61,298.8
G03,2026-04-21,09:20,09:40,62,294.0
G03,2026-04-21,09:20,09:40,63,296.9
G03,2026-04-21,09:20,09:40,64,300.8
G03,2026-04-21,09:20,09:40,65,296.9
G03,2026-04-21,09:20,09:40,66,293.5
G03,2026-04-21,09:20,09:40,67,294.8
G03,2026-04-21,09:20,09:40,68,299.2
G03,2026-04-21,09:20,09:40,69,285.9
G03,2026-04-21,09:20,09:40,70,292.1
G03,2026-04-21,09:20,09:40,71,288.7
G03,2026-04-21,09:20,09:40,72,295.4
G03,2026-04-21,09:20,09:40,73,291.6
G03,2026-04-21,09:20,09:40,74,293.0
G03,2026-04-21,09:20,09:40,75,298.5
G03,2026-04-21,09:20,09:40,76,294.1
G03,2026-04-21,09:20,09:40,77,299.7
G03,2026-04-21,09:20,09:40,78,301.0
G03,2026-04-21,09:20,09:40,79,296.1
G03,2026-04-21,09:20,09:40,80,296.6
G03,2026-04-21,09:20,09:40,81,300.2
G03,2026-04-21,09:20,09:40,82,290.3
G03,2026-04-21,09:20,09:40,83,294.4
G03,2026-04-21,09:20,09:40,84,292.6
G03,2026-04-21,09:20,09:40,85,303.2
G03,2026-04-21,09:20,09:40,86,299.1
G03,2026-04-21,09:20,09:40,87,291.7
G03,2026-04-21,09:20,09:40,88,295.9
G03,2026-04-21,09:20,09:40,89,291.1
G03,2026-04-21,09:20,09:40,90,302.5
G03,2026-04-21,09:20,09:40,91,300.7
G03,2026-04-21,09:20,09:40,92,299.8
G03,2026-04-21,09:20,09:40,93,303.1
G03,2026-04-21,09:20,09:40,94,299.1
G03,2026-04-21,09:20,09:40,95,292.4
G03,2026-04-21,09:20,09:40,96,297.6
G03,2026-04-21,09:20,09:40,97,292.7
