grup,data,hora_inici,hora_final,capsula,pes_mg
G02,2026-04-21,08:40,09:00,1,293.0
G02,2026-04-21,08:40,09:00,2,302.4
G02,2026-04-21,08:40,09:00,3,293.6
G02,2026-04-21,08:40,09:00,4,297.0
G02,2026-04-21,08:40,09:00,5,299.5
G02,2026-04-21,08:40,09:00,6,297.2
G02,2026-04-21,08:40,09:00,7,302.5
G02,2026-04-21,08:40,09:00,8,296.6
G02,2026-04-21,08:40,09:00,9,304.3
G02,2026-04-21,08:40,09:00,10,300.2
G02,2026-04-21,08:40,09:00,11,300.8
G02,2026-04-21,08:40,09:00,12,300.1
G02,2026-04-21,08:40,09:00,13,300.6
G02,2026-04-21,08:40,09:00,14,298.1
G02,2026-04-21,08:40,09:00,15,297.8
G02,2026-04-21,08:40,09:00,16,297.0
G02,2026-04-21,08:40,09:00,17,303.9
G02,2026-04-21,08:40,09:00,18,293.3
G02,2026-04-21,08:40,09:00,19,299.4
G02,2026-04-21,08:40,09:00,20,298.5
G02,2026-04-21,08:40,09:00,21,300.6
G02,2026-04-21,08:40,09:00,22,296.5
G02,2026-04-21,08:40,09:00,23,299.4
G02,2026-04-21,08:40,09:00,24,296.3
G02,2026-04-21,08:40,09:00,25,301.4
G02,2026-04-21,08:40,09:00,26,297.7
G02,2026-04-21,08:40,09:00,27,301.2
G02,2026-04-21,08:40,09:00,28,298.1
G02,2026-04-21,08:40,09:00,29,300.2
G02,2026-04-21,08:40,09:00,30,293.2
G02,2026-04-21,08:40,09:00,31,294.1
G02,2026-04-21,08:40,09:00,32,299.7
G02,2026-04-21,08:40,09:00,33,301.7
G02,2026-04-21,08:40,09:00,34,301.1
G02,2026-04-21,08:40,09:00,35,297.2
G02,2026-04-21,08:40,09:00,36,301.0
G02,2026-04-21,08:40,09:00,37,297.9
G02,2026-04-21,08:40,09:00,38,303.3
G02,2026-04-21,08:40,09:00,39,295.8
G02,2026-04-21,08:40,09:00,40,301.6
G02,2026-04-21,08:40,09:00,41,293.8
G02,2026-04-21,08:40,09:00,42,297.8
G02,2026-04-21,08:40,09:00,43,299.9
G02,2026-04-21,08:40,09:00,44,299.8
G02,2026-04-21,08:40,09:00,45,304.6
G02,2026-04-21,08:40,09:00,46,301.1
G02,2026-04-21,08:40,09:00,47,303.5
G02,2026-04-21,08:40,09:00,48,301.4
G02,2026-04-21,08:40,09:00,49,297.4
G02,2026-04-21,08:40,09:00,50,300.6
G02,2026-04-21,08:40,09:00,51,295.6
G02,2026-04-21,08:40,09:00,52,298.8
G02,2026-04-21,08:40,09:00,53,295.4
G02,2026-04-21,08:40,09:00,54,301.0
G02,2026-04-21,08:40,09:00,55,301.0
G02,2026-04-21,08:40,09:00,56,299.7
G02,2026-04-21,08:40,09:00,57,295.2
G02,2026-04-21,08:40,09:00,58,300.9
G02,2026-04-21,08:40,09:00,59,295.8
G02,2026-04-21,08:40,09:00,60,299.6
G02,2026-04-21,08:40,09:00,61,295.4
G02,2026-04-21,08:40,09:00,62,298.7
G02,2026-04-21,08:40,09:00,63,296.8
G02,2026-04-21,08:40,09:00,64,295.3
G02,2026-04-21,08:40,09:00,65,296.9
G02,2026-04-21,08:40,09:00,66,299.7
G02,2026-04-21,08:40,09:00,67,294.4
G02,2026-04-21,08:40,09:00,68,297.1
G02,2026-04-21,08:40,09:00,69,297.7
G02,2026-04-21,08:40,09:00,70,297.8
G02,2026-04-21,08:40,09:00,71,293.7
G02,2026-04-21,08:40,09:00,72,297.7
G02,2026-04-21,08:40,09:00,73,302.7
G02,2026-04-21,08:40,09:00,74,294.7
G02,2026-04-21,08:40,09:00,75,297.9
G02,2026-04-21,08:40,09:00,76,300.1
