grup,data,hora_inici,hora_final,capsula,pes_mg
G12,2026-04-21,15:20,15:40,1,299.3
G12,2026-04-21,15:20,15:40,2,300.1
G12,2026-04-21,15:20,15:40,3,298.8
G12,2026-04-21,15:20,15:40,4,295.3
G12,2026-04-21,15:20,15:40,5,290.7
G12,2026-04-21,15:20,15:40,6,290.2
G12,2026-04-21,15:20,15:40,7,304.2
G12,2026-04-21,15:20,15:40,8,302.0
G12,2026-04-21,15:20,15:40,9,295.2
G12,2026-04-21,15:20,15:40,10,295.4
G12,2026-04-21,15:20,15:40,11,296.3
G12,2026-04-21,15:20,15:40,12,292.3
G12,2026-04-21,15:20,15:40,13,292.4
G12,2026-04-21,15:20,15:40,14,296.5
G12,2026-04-21,15:20,15:40,15,299.7
G12,2026-04-21,15:20,15:40,16,303.0
G12,2026-04-21,15:20,15:40,17,292.7
G12,2026-04-21,15:20,15:40,18,302.3
G12,2026-04-21,15:20,15:40,19,294.0
G12,2026-04-21,15:20,15:40,20,296.3
G12,2026-04-21,15:20,15:40,21,302.2
G12,2026-04-21,15:20,15:40,22,295.3
G12,2026-04-21,15:20,15:40,23,298.9
G12,2026-04-21,15:20,15:40,24,294.0
G12,2026-04-21,15:20,15:40,25,300.2
G12,2026-04-21,15:20,15:40,26,302.1
G12,2026-04-21,15:20,15:40,27,295.9
G12,2026-04-21,15:20,15:40,28,299.8
G12,2026-04-21,15:20,15:40,29,297.3
G12,2026-04-21,15:20,15:40,30,299.1
G12,2026-04-21,15:20,15:40,31,301.9
G12,2026-04-21,15:20,15:40,32,300.5
G12,2026-04-21,15:20,15:40,33,300.3
G12,2026-04-21,15:20,15:40,34,294.5
G12,2026-04-21,15:20,15:40,35,307.4
G12,2026-04-21,15:20,15:40,36,297.8
G12,2026-04-21,15:20,15:40,37,296.0
G12,2026-04-21,15:20,15:40,38,301.4
G12,2026-04-21,15:20,15:40,39,298.9
G12,2026-04-21,15:20,15:40,40,298.7
G12,2026-04-21,15:20,15:40,41,303.8
G12,2026-04-21,15:20,15:40,42,294.0
G12,2026-04-21,15:20,15:40,43,300.4
G12,2026-04-21,15:20,15:40,44,302.5
G12,2026-04-21,15:20,15:40,45,300.7
G12,2026-04-21,15:20,15:40,46,292.5
G12,2026-04-21,15:20,15:40,47,299.7
G12,2026-04-21,15:20,15:40,48,298.7
G12,2026-04-21,15:20,15:40,49,304.0
G12,2026-04-21,15:20,15:40,50,298.4
G12,2026-04-21,15:20,15:40,51,295.9
G12,2026-04-21,15:20,15:40,52,300.7
G12,2026-04-21,15:20,15:40,53,290.8
G12,2026-04-21,15:20,15:40,54,299.8
G12,2026-04-21,15:20,15:40,55,295.8
G12,2026-04-21,15:20,15:40,56,297.5
G12,2026-04-21,15:20,15:40,57,298.6
G12,2026-04-21,15:20,15:40,58,302.4
G12,2026-04-21,15:20,15:40,59,304.3
G12,2026-04-21,15:20,15:40,60,296.8
G12,2026-04-21,15:20,15:40,61,300.0
G12,2026-04-21,15:20,15:40,62,293.2
G12,2026-04-21,15:20,15:40,63,300.7
G12,2026-04-21,15:20,15:40,64,295.6
G12,2026-04-21,15:20,15:40,65,300.5
G12,2026-04-21,15:20,15:40,66,293.8
G12,2026-04-21,15:20,15:40,67,295.9
G12,2026-04-21,15:20,15:40,68,300.1
G12,2026-04-21,15:20,15:40,69,297.7
G12,2026-04-21,15:20,15:40,70,296.0
G12,2026-04-21,15:20,15:40,71,298.4
G12,2026-04-21,15:20,15:40,72,298.5
G12,2026-04-21,15:20,15:40,73,297.8
G12,2026-04-21,15:20,15:40,74,298.8
G12,2026-04-21,15:20,15:40,75,302.8
G12,2026-04-21,15:20,15:40,76,298.7
G12,2026-04-21,15:20,15:40,77,304.1
G12,2026-04-21,15:20,15:40,78,297.9
G12,2026-04-21,15:20,15:40,79,296.2
G12,2026-04-21,15:20,15:40,80,300.1
G12,2026-04-21,15:20,15:40,81,295.2
G12,2026-04-21,15:20,15:40,82,297.6
G12,2026-04-21,15:20,15:40,83,297.4
G12,2026-04-21,15:20,15:40,84,299.4
G12,2026-04-21,15:20,15:40,85,298.9
