grup,data,hora_inici,hora_final,capsula,pes_mg
G04,2026-04-21,10:00,10:20,1,294.0
G04,2026-04-21,10:00,10:20,2,288.7
G04,2026-04-21,10:00,10:20,3,296.7
G04,2026-04-21,10:00,10:20,4,295.3
G04,2026-04-21,10:00,10:20,5,292.8
G04,2026-04-21,10:00,10:20,6,297.4
G04,2026-04-21,10:00,10:20,7,297.9
G04,2026-04-21,10:00,10:20,8,296.2
G04,2026-04-21,10:00,10:20,9,286.2
G04,2026-04-21,10:00,10:20,10,285.5
G04,2026-04-21,10:00,10:20,11,299.1
G04,2026-04-21,10:00,10:20,12,287.0
G04,2026-04-21,10:00,10:20,13,299.7
G04,2026-04-21,10:00,10:20,14,299.5
G04,2026-04-21,10:00,10:20,15,291.8
G04,2026-04-21,10:00,10:20,16,290.5
G04,2026-04-21,10:00,10:20,17,302.4
G04,2026-04-21,10:00,10:20,18,295.7
G04,2026-04-21,10:00,10:20,19,296.4
G04,2026-04-21,10:00,10:20,20,293.9
G04,2026-04-21,10:00,10:20,21,292.8
G04,2026-04-21,10:00,10:20,22,293.8
G04,2026-04-21,10:00,10:20,23,294.0
G04,2026-04-21,10:00,10:20,24,300.8
G04,2026-04-21,10:00,10:20,25,294.7
G04,2026-04-21,10:00,10:20,26,286.0
G04,2026-04-21,10:00,10:20,27,296.7
G04,2026-04-21,10:00,10:20,28,294.7
G04,2026-04-21,10:00,10:20,29,294.4
G04,2026-04-21,10:00,10:20,30,307.4
G04,2026-04-21,10:00,10:20,31,298.3
G04,2026-04-21,10:00,10:20,32,298.2
G04,2026-04-21,10:00,10:20,33,296.6
G04,2026-04-21,10:00,10:20,34,299.3
G04,2026-04-21,10:00,10:20,35,285.3
G04,2026-04-21,10:00,10:20,36,295.9
G04,2026-04-21,10:00,10:20,37,297.4
G04,2026-04-21,10:00,10:20,38,298.3
G04,2026-04-21,10:00,10:20,39,296.4
G04,2026-04-21,10:00,10:20,40,298.0
G04,2026-04-21,10:00,10:20,41,301.7
G04,2026-04-21,10:00,10:20,42,307.9
G04,2026-04-21,10:00,10:20,43,296.9
G04,2026-04-21,10:00,10:20,44,305.2
G04,2026-04-21,10:00,10:20,45,294.9
G04,2026-04-21,10:00,10:20,46,296.0
G04,2026-04-21,10:00,10:20,47,294.8
G04,2026-04-21,10:00,10:20,48,298.7
G04,2026-04-21,10:00,10:20,49,300.9
G04,2026-04-21,10:00,10:20,50,300.5
G04,2026-04-21,10:00,10:20,51,293.6
G04,2026-04-21,10:00,10:20,52,284.0
G04,2026-04-21,10:00,10:20,53,293.6
G04,2026-04-21,10:00,10:20,54,297.6
G04,2026-04-21,10:00,10:20,55,291.4
G04,2026-04-21,10:00,10:20,56,298.7
G04,2026-04-21,10:00,10:20,57,299.5
G04,2026-04-21,10:00,10:20,58,290.6
G04,2026-04-21,10:00,10:20,59,287.1
G04,2026-04-21,10:00,10:20,60,290.5
G04,2026-04-21,10:00,10:20,61,293.1
G04,2026-04-21,10:00,10:20,62,296.1
G04,2026-04-21,10:00,10:20,63,297.0
G04,2026-04-21,10:00,10:20,64,288.4
G04,2026-04-21,10:00,10:20,65,298.5
G04,2026-04-21,10:00,10:20,66,296.9
G04,2026-04-21,10:00,10:20,67,293.6
G04,2026-04-21,10:00,10:20,68,297.8
G04,2026-04-21,10:00,10:20,69,290.8
G04,2026-04-21,10:00,10:20,70,299.0
G04,2026-04-21,10:00,10:20,71,297.4
G04,2026-04-21,10:00,10:20,72,294.4
G04,2026-04-21,10:00,10:20,73,298.1
G04,2026-04-21,10:00,10:20,74,299.5
G04,2026-04-21,10:00,10:20,75,298.1
G04,2026-04-21,10:00,10:20,76,293.3
G04,2026-04-21,10:00,10:20,77,302.7
G04,2026-04-21,10:00,10:20,78,293.0
G04,2026-04-21,10:00,10:20,79,292.6
G04,2026-04-21,10:00,10:20,80,298.1
G04,2026-04-21,10:00,10:20,81,299.8
G04,2026-04-21,10:00,10:20,82,302.9
G04,2026-04-21,10:00,10:20,83,296.8
G04,2026-04-21,10:00,10:20,84,300.7
G04,2026-04-21,10:00,10:20,85,290.5
G04,2026-04-21,10:00,10:20,86,292.5
G04,2026-04-21,10:00,10:20,87,300.2
G04,2026-04-21,10:00,10:20,88,303.6
G04,2026-04-21,10:00,10:20,89,305.1
G04,2026-04-21,10:00,10:20,90,290.2
G04,2026-04-21,10:00,10:20,91,291.9
G04,2026-04-21,10:00,10:20,92,302.8
G04,2026-04-21,10:00,10:20,93,291.7
G04,2026-04-21,10:00,10:20,94,300.7
G04,2026-04-21,10:00,10:20,95,299.0
G04,2026-04-21,10:00,10:20,96,298.0
G04,2026-04-21,10:00,10:20,97,296.2
G04,2026-04-21,10:00,10:20,98,295.4
G04,2026-04-21,10:00,10:20,99,300.0
G04,2026-04-21,10:00,10:20,100,301.1
G04,2026-04-21,10:00,10:20,101,292.5
G04,2026-04-21,10:00,10:20,102,305.7
G04,2026-04-21,10:00,10:20,103,295.3
G04,2026-04-21,10:00,10:20,104,291.2
G04,2026-04-21,10:00,10:20,105,291.3
G04,2026-04-21,10:00,10:20,106,294.0
G04,2026-04-21,10:00,10:20,107,289.7
G04,2026-04-21,10:00,10:20,108,291.3
G04,2026-04-21,10:00,10:20,109,292.6
G04,2026-04-21,10:00,10:20,110,299.9
G04,2026-04-21,10:00,10:20,111,296.6
G04,2026-04-21,10:00,10:20,112,293.2
G04,2026-04-21,10:00,10:20,113,295.8
G04,2026-04-21,10:00,10:20,114,287.2
G04,2026-04-21,10:00,10:20,115,297.3
G04,2026-04-21,10:00,10:20,116,292.2
G04,2026-04-21,10:00,10:20,117,295.4
G04,2026-04-21,10:00,10:20,118,291.9
G04,2026-04-21,10:00,10:20,119,296.2
G04,2026-04-21,10:00,10:20,120,283.8
G04,2026-04-21,10:00,10:20,121,299.9
G04,2026-04-21,10:00,10:20,122,291.3
G04,2026-04-21,10:00,10:20,123,298.3
G04,2026-04-21,10:00,10:20,124,297.8
G04,2026-04-21,10:00,10:20,125,299.8
G04,2026-04-21,10:00,10:20,126,308.8
G04,2026-04-21,10:00,10:20,127,304.2
G04,2026-04-21,10:00,10:20,128,284.5
G04,2026-04-21,10:00,10:20,129,299.3
G04,2026-04-21,10:00,10:20,130,296.2
G04,2026-04-21,10:00,10:20,131,293.2
G04,2026-04-21,10:00,10:20,132,297.0
G04,2026-04-21,10:00,10:20,133,297.1
G04,2026-04-21,10:00,10:20,134,283.4
G04,2026-04-21,10:00,10:20,135,295.8
G04,2026-04-21,10:00,10:20,136,289.0
G04,2026-04-21,10:00,10:20,137,290.0
G04,2026-04-21,10:00,10:20,138,293.7
G04,2026-04-21,10:00,10:20,139,287.5
G04,2026-04-21,10:00,10:20,140,298.3
G04,2026-04-21,10:00,10:20,141,306.9
G04,2026-04-21,10:00,10:20,142,292.1
G04,2026-04-21,10:00,10:20,143,288.3
G04,2026-04-21,10:00,10:20,144,296.1
G04,2026-04-21,10:00,10:20,145,299.2
